Name,City,State,Legacy NTD ID,NTD ID,Organization Type,NTD Reporter Type,Primary UZA Population,Agency VOMS,Mode,Type of Service,Mode VOMS,Mode VOMS Questionable,Max Trains in Operation,Max Trains in Operation Questionable,Average Speed (mi/hr),Average Speed (mi/hr) Questionable,Average Passenger Trip Length (mi),Average Passenger Trip Length (mi) Questionable,Passengers per Hour,Passengers per Hour Questionable,Scheduled Vehicle Revenue Miles,Scheduled Vehicle Revenue Miles Questionable,Vehicle Miles,Vehicle Miles Questionable,Vehicle Revenue Miles,Vehicle Revenue Miles Questionable,Deadhead Miles, Deadhead Miles Questionable ,Vehicle Hours, Vehicle Hours Questionable ,"Vehicle 
Revenue 
Hours", Vehicle Revenue Hours Questionable ,Deadhead Hours, Deadhead Hours Questionable ,Train Miles, Train Miles Questionable ,"Train 
Revenue
Miles", Train Revenue Miles Questionable ,Train Hours, Train Hours Questionable ,"Train 
Revenue 
Hours", Train Revenue Hours Questionable ,Unlinked Passenger Trips, Unlinked Passenger Trips Questionable ,Passenger Miles,Passenger Miles Questionable,Any data questionable,,,,,,,,,,,,,,1
Denver Regional Transportation District,Denver,CO,8006,80006,Independent Public Agency or Authority of Transit Service,Full Reporter,"2,374,203 "," 1,395 ",MB,PT,372,, -   ,  , 12.33 ,  , 4.83 ,  , 18.38 ,  ,"15,207,901 ",  ,"18,354,611 ",  ,"15,197,960 ",  ,"3,156,651 ",  ,"1,335,779 ",  ,"1,232,172 ",  ,"103,607 ",  ,0 ,  ,0 ,  ,0 ,  ,0 ,  ,"22,641,714 ",  ,"109,364,072 ",,No,,,,,,,,,,,,,,
Pullman Transit,Pullman,WA,0R03-020,0R03-00294,Independent Public Agency or Authority of Transit Service,Rural Reporter,0 , 19 ,MB,DO,16,, -   ,  , 12.33 ,  , -   ,  , 47.52 ,  ,0 ,  ,0 ,  ,"352,403 ",  ,,  ,0 ,  ,"28,578 ",  ,,  ,0 ,  ,0 ,  ,0 ,  ,0 ,  ,"1,357,906 ",  ,0 ,,No,,,,,,,,,,,,,,
"James River Senior Citizens Center, Inc.",Jamestown,ND,8R03-007,8R03-80124,Private-Non-Profit Corporation,Rural Reporter,0 , 11 ,DR,DO,11,, -   ,  , 12.33 ,  , -   ,  , 3.71 ,  ,0 ,  ,0 ,  ,"185,198 ",  ,,  ,0 ,  ,"15,025 ",  ,,  ,0 ,  ,0 ,  ,0 ,  ,0 ,  ,"55,684 ",  ,0 ,,No,,,,,,,,,,,,,,
The City of Cheyenne Transit Program,Cheyenne,WY,8020,80020,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,"73,588 ", 14 ,MB,DO,8,, -   ,  , 12.32 ,  , -   ,  , 9.83 ,  ,0 ,  ,0 ,  ,"322,156 ",  ,,  ,0 ,  ,"26,142 ",  ,,  ,0 ,  ,0 ,  ,0 ,  ,0 ,  ,"257,094 ",  ,0 ,,No,,,,,,,,,,,,,,
Berks Area Regional Transportation Authority,Reading,PA,3024,30024,Independent Public Agency or Authority of Transit Service,Full Reporter,"266,254 ", 99 ,MB,DO,44,, -   ,  , 12.32 ,  , 2.96 ,  , 23.95 ,  ,"1,584,277 ",  ,"1,598,783 ",  ,"1,561,547 ",  ,"37,236 ",  ,"129,150 ",  ,"126,735 ",  ,"2,415 ",  ,0 ,  ,0 ,  ,0 ,  ,0 ,  ,"3,034,952 ",  ,"8,983,458 ",,No,,,,,,,,,,,,,,
City of Gardena Transportation Department,Gardena,CA,9042,90042,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"12,150,996 ", 50 ,MB,DO,44,, -   ,  , 12.32 ,  , 3.59 ,  , 27.86 ,  ,"1,636,631 ",  ,"1,723,499 ",  ,"1,630,334 ",  ,"93,165 ",  ,"137,170 ",  ,"132,360 ",  ,"4,810 ",  ,0 ,  ,0 ,  ,0 ,  ,0 ,  ,"3,687,034 ",  ,"13,229,080 ",,No,,,,,,,,,,,,,,
"City of Fargo, DBA:  Metropolitan Area Transit",Fargo,ND,8003,80003,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"176,676 ", 36 ,MB,PT,23,, -   ,  , 12.32 ,  , 3.57 ,  , 20.93 ,  ,"951,603 ",  ,"979,907 ",  ,"957,777 ",  ,"22,130 ",  ,"79,176 ",  ,"77,767 ",  ,"1,409 ",  ,0 ,  ,0 ,  ,0 ,  ,0 ,  ,"1,627,916 ",  ,"5,814,310 ",,No,,,,,,,,,,,,,,
City of Dixon ,Dixon,CA,9R02-006,9R02-91041,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0 , 9 ,DR,DO,9,, -   ,  , 12.31 ,  , -   ,  , 7.02 ,  ,0 ,  ,0 ,  ,"100,499 ",  ,,  ,0 ,  ,"8,163 ",  ,,  ,0 ,  ,0 ,  ,0 ,  ,0 ,  ,"57,315 ",  ,0 ,,No,,,,,,,,,,,,,,
City of Tucson,Tucson   ,AZ,9033,90033,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"843,168 ", 338 ,MB,DO,212,, -   ,  , 12.31 ,  , 4.35 ,  , 29.54 ,  ,"8,197,221 ",  ,"9,424,274 ",  ,"8,189,813 ",  ,"1,234,461 ",  ,"716,778 ",  ,"665,370 ",  ,"51,408 ",  ,0 ,  ,0 ,  ,0 ,  ,0 ,  ,"19,657,931 ",  ,"85,473,786 ",,No,,,,,,,,,,,,,,
First Transit - Corning,Hudsonville,NY,2R02-019,2R02-20941,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0 , 8 ,MB,DO,8,, -   ,  , 12.31 ,  , -   ,  , 13.63 ,  ,0 ,  ,0 ,  ,"154,963 ",  ,,  ,0 ,  ,"12,590 ",  ,,  ,0 ,  ,0 ,  ,0 ,  ,0 ,  ,"171,643 ",  ,0 ,,No,,,,,,,,,,,,,,
Southeast Tennessee Human Resource Agency -Cleveland Urban Area Transit System Division,Cleveland,TN,4170,40170,Other Publicly-Owned or Privately Chartered Corporation,Reduced Reporter,"66,777 ", 18 ,MB,DO,9,, -   ,  , 12.31 ,  , -   ,  , 6.36 ,  ,0 ,  ,0 ,  ,"197,757 ",  ,,  ,0 ,  ,"16,071 ",  ,,  ,0 ,  ,0 ,  ,0 ,  ,0 ,  ,"102,287 ",  ,0 ,,No,,,,,,,,,,,,,,
Ann Arbor Area Transportation Authority,Ann Arbor,MI,5040,50040,Independent Public Agency or Authority of Transit Service,Full Reporter,"306,022 ", 154 ,MB,DO,69,, -   ,  , 12.30 ,  , 3.57 ,  , 28.88 ,  ,"2,719,242 ",  ,"2,938,400 ",  ,"2,694,741 ",  ,"243,659 ",  ,"229,680 ",  ,"219,123 ",  ,"10,557 ",  ,0 ,  ,0 ,  ,0 ,  ,0 ,  ,"6,327,729 ",  ,"22,589,993 ",,No,,,,,,,,,,,,,,
Lane Transit District,Eugene,OR,0007,00007,Independent Public Agency or Authority of Transit Service,Full Reporter,"247,421 ", 325 ,DR,PT,49,, -   ,  , 12.30 ,  , 9.53 ,  , 1.75 ,  ,0 ,  ,"1,664,667 ",  ,"1,501,827 ",  ,"162,840 ",  ,"133,133 ",  ,"122,148 ",  ,"10,985 ",  ,0 ,  ,0 ,  ,0 ,  ,0 ,  ,"213,411 ",  ,"2,033,249 ",,No,,,,,,,,,,,,,,
Kleberg County Human Services ,Kingsville ,TX,6R05-010,6R05-60147,Independent Public Agency or Authority of Transit Service,Rural Reporter,0 , 16 ,DR,DO,16,, -   ,  , 12.29 ,  , -   ,  , 2.84 ,  ,0 ,  ,0 ,  ,"266,608 ",  ,,  ,0 ,  ,"21,687 ",  ,,  ,0 ,  ,0 ,  ,0 ,  ,0 ,  ,"61,494 ",  ,0 ,,No,,,,,,,,,,,,,,
Greater Derry Salem Cooperative Alliance for Regional Transportation,Salem,NH,1123,10123,Independent Public Agency or Authority of Transit Service,Reduced Reporter,"4,181,019 ", 9 ,MB,PT,1,, -   ,  , 12.29 ,  , -   ,  , 2.93 ,  ,0 ,  ,0 ,  ,"9,318 ",  ,,  ,0 ,  ,758 ,  ,,  ,0 ,  ,0 ,  ,0 ,  ,0 ,  ,"2,222 ",  ,0 ,,No,,,,,,,,,,,,,,
Tahoe Transportation District,Zephyr Cove,NV,9R02-137,9R02-91092,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0 , 40 ,DR,PT,3,, -   ,  , 12.29 ,  , -   ,  , 2.37 ,  ,0 ,  ,0 ,  ,"79,088 ",  ,,  ,0 ,  ,"6,434 ",  ,,  ,0 ,  ,0 ,  ,0 ,  ,0 ,  ,"15,222 ",  ,0 ,,No,,,,,,,,,,,,,,
University of Minnesota Transit,Minneapolis,MN,5218,50515,University,Full Reporter,"2,650,890 ", 20 ,MB,PT,18,, -   ,  , 12.29 ,  , 0.16 ,  , 76.65 ,  ,"533,232 ",  ,"533,142 ",  ,"512,438 ",  ,"20,704 ",  ,"43,596 ",  ,"41,698 ",  ,"1,898 ",  ,0 ,  ,0 ,  ,0 ,  ,0 ,  ,"3,196,333 ",  ,"512,438 ",,No,,,,,,,,,,,,,,
Greater Attleboro-Taunton Regional Transit Authority,Taunton,MA,1064,10064,Independent Public Agency or Authority of Transit Service,Full Reporter,"1,190,956 ", 113 ,DR,PT,70,, -   ,  , 12.29 ,  , 6.93 ,  , 2.33 ,  ,0 ,  ,"1,620,818 ",  ,"1,384,953 ",  ,"235,865 ",  ,"131,340 ",  ,"112,700 ",  ,"18,640 ",  ,0 ,  ,0 ,  ,0 ,  ,0 ,  ,"262,417 ",  ,"1,818,550 ",,No,,,,,,,,,,,,,,
Ventura Intercity Service Transit Authority,Ventura,CA,9164,90164,Independent Public Agency or Authority of Transit Service,Full Reporter,"367,260 ", 47 ,DR,PT,13,, -   ,  , 12.29 ,  , 4.27 ,  , 4.91 ,  ,0 ,  ,"355,061 ",  ,"304,576 ",  ,"50,485 ",  ,"27,791 ",  ,"24,790 ",  ,"3,001 ",  ,0 ,  ,0 ,  ,0 ,  ,0 ,  ,"121,790 ",  ,"520,043 ",,No,,,,,,,,,,,,,,
"City of Moorhead, DBA: Metropolitan Area Transit",Moorhead,MN,5026,50026,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"176,676 ", 11 ,DR,PT,3,, -   ,  , 12.28 ,  , 4.82 ,  , 1.69 ,  ,0 ,  ,"80,848 ",  ,"73,708 ",  ,"7,140 ",  ,"6,364 ",  ,"6,001 ",  ,363 ,  ,0 ,  ,0 ,  ,0 ,  ,0 ,  ,"10,143 ",  ,"48,894 ",,No,,,,,,,,,,,,,,
Missoula Urban Transportation District,Missoula,MT,8009,80009,Independent Public Agency or Authority of Transit Service,Full Reporter,"82,157 ", 28 ,DR,DO,7,, -   ,  , 12.28 ,  , 3.94 ,  , 2.27 ,  ,0 ,  ,"122,221 ",  ,"113,417 ",  ,"8,804 ",  ,"10,259 ",  ,"9,235 ",  ,"1,024 ",  ,0 ,  ,0 ,  ,0 ,  ,0 ,  ,"20,970 ",  ,"82,622 ",,No,,,,,,,,,,,,,,
RTS Genesee,Batavia,NY,2R02-058,2R02-20947,Independent Public Agency or Authority of Transit Service,Rural Reporter,0 , 10 ,MB,DO,10,, -   ,  , 12.28 ,  , -   ,  , 6.28 ,  ,0 ,  ,0 ,  ,"122,752 ",  ,,  ,0 ,  ,"9,996 ",  ,,  ,0 ,  ,0 ,  ,0 ,  ,0 ,  ,"62,758 ",  ,0 ,,No,,,,,,,,,,,,,,
Northeast Iowa Community Action Corporation,Decorah,IA,7R01-001,7R01-70195,Private-Non-Profit Corporation,Rural Reporter,0 , 47 ,DR,DO,47,, -   ,  , 12.28 ,  , -   ,  , 1.82 ,  ,0 ,  ,0 ,  ,"1,239,849 ",  ,,  ,0 ,  ,"100,968 ",  ,,  ,0 ,  ,0 ,  ,0 ,  ,0 ,  ,"183,614 ",  ,0 ,,No,,,,,,,,,,,,,,
Jackson County Mass Transit District,Carbondale,IL,5204,50204,Independent Public Agency or Authority of Transit Service,Reduced Reporter,"67,821 ", 15 ,MB,DO,5,, -   ,  , 12.28 ,  , -   ,  , 0.94 ,  ,0 ,  ,0 ,  ,"10,658 ",  ,,  ,0 ,  ,868 ,  ,,  ,0 ,  ,0 ,  ,0 ,  ,0 ,  ,812 ,  ,0 ,,No,,,,,,,,,,,,,,
Fargo Park District/ Valley Senior Services dba Valley Senior Services,Fargo,ND,8110,80110,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,"176,676 ", 21 ,DR,DO,17,, -   ,  , 12.28 ,  , -   ,  , 2.07 ,  ,0 ,  ,0 ,  ,"401,441 ",  ,,  ,0 ,  ,"32,699 ",  ,,  ,0 ,  ,0 ,  ,0 ,  ,0 ,  ,"67,844 ",  ,0 ,,No,,,,,,,,,,,,,,
"Centro of Oneida, Inc.",Syracuse,NY,2185,20185,"Subsidiary Unit of a Transit Agency, Reporting Separately",Full Reporter,"117,328 ", 30 ,MB,DO,22,, -   ,  , 12.26 ,  , 3.50 ,  , 15.98 ,  ,"986,648 ",  ,"1,017,208 ",  ,"986,604 ",  ,"30,604 ",  ,"82,344 ",  ,"80,443 ",  ,"1,901 ",  ,0 ,  ,0 ,  ,0 ,  ,0 ,  ,"1,285,643 ",  ,"4,494,790 ",,No,,,,,,,,,,,,,,
Wiregrass Transit Authority,Dothan,AL,4103,40103,"MPO, COG or Other Planning Agency",Full Reporter,"68,781 ", 44 ,DR,DO,13,, -   ,  , 12.26 ,  , 18.21 ,  , 3.01 ,  ,0 ,  ,"391,655 ",  ,"356,418 ",  ,"35,237 ",  ,"34,306 ",  ,"29,063 ",  ,"5,243 ",  ,0 ,  ,0 ,  ,0 ,  ,0 ,  ,"87,549 ",  ,"1,593,838 ",,No,,,,,,,,,,,,,,
Broward County Community Bus Service,Plantation,FL,4179,40179,Consolidated Reporter,Full Reporter,"5,502,379 ", 50 ,MB,PT,50,, -   ,  , 12.26 ,  , 3.71 ,  , 15.70 ,  ,"1,638,246 ",  ,"1,705,892 ",  ,"1,580,592 ",  ,"125,300 ",  ,"136,144 ",  ,"128,895 ",  ,"7,249 ",  ,0 ,  ,0 ,  ,0 ,  ,0 ,  ,"2,023,622 ",  ,"7,503,440 ",,No,,,,,,,,,,,,,,
Curry County Public Transit Service District,Gold Beach,OR,0R02-029,0R02-00308,Private Provider Reporting on Behalf of a Public Entity,Rural Reporter,0 , 10 ,DR,DO,4,, -   ,  , 12.26 ,  , -   ,  , 3.39 ,  ,0 ,  ,0 ,  ,"49,822 ",  ,,  ,0 ,  ,"4,064 ",  ,,  ,0 ,  ,0 ,  ,0 ,  ,0 ,  ,"13,761 ",  ,0 ,,No,,,,,,,,,,,,,,
Lewiston-Auburn Transit Committee,Auburn,ME,1015,10015,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,"59,397 ", 9 ,MB,PT,7,, -   ,  , 12.26 ,  , -   ,  , 22.45 ,  ,0 ,  ,0 ,  ,"231,907 ",  ,,  ,0 ,  ,"18,918 ",  ,,  ,0 ,  ,0 ,  ,0 ,  ,0 ,  ,"424,652 ",  ,0 ,,No,,,,,,,,,,,,,,
Brockton Area Transit Authority,Brockton,MA,1004,10004,Independent Public Agency or Authority of Transit Service,Full Reporter,"4,181,019 ", 86 ,MB,PT,42,, -   ,  , 12.26 ,  , 6.42 ,  , 27.64 ,  ,"1,270,213 ",  ,"1,335,941 ",  ,"1,261,980 ",  ,"73,961 ",  ,"108,605 ",  ,"102,950 ",  ,"5,655 ",  ,0 ,  ,0 ,  ,0 ,  ,0 ,  ,"2,845,824 ",  ,"18,260,919 ",,No,,,,,,,,,,,,,,
City of Macomb,Macomb,IL,5R01-014,5R01-50232,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0 , 46 ,DR,DO,19,, -   ,  , 12.25 ,  , -   ,  , 3.91 ,  ,0 ,  ,0 ,  ,"297,554 ",  ,,  ,0 ,  ,"24,288 ",  ,,  ,0 ,  ,0 ,  ,0 ,  ,0 ,  ,"94,879 ",  ,0 ,,No,,,,,,,,,,,,,,
Santa Barbara Metropolitan Transit District,Santa Barbara,CA,9020,90020,Independent Public Agency or Authority of Transit Service,Full Reporter,"195,861 ", 91 ,MB,DO,87,, -   ,  , 12.25 ,  , 4.59 ,  , 36.38 ,  ,"2,530,176 ",  ,"2,942,373 ",  ,"2,507,418 ",  ,"434,955 ",  ,"229,119 ",  ,"204,684 ",  ,"24,435 ",  ,0 ,  ,0 ,  ,0 ,  ,0 ,  ,"7,446,869 ",  ,"34,184,742 ",,No,,,,,,,,,,,,,,
Venango County Transportation Office,Franklin,PA,3R04-010,3R04-30168,Independent Public Agency or Authority of Transit Service,Rural Reporter,0 , 18 ,DR,DO,15,, -   ,  , 12.25 ,  , -   ,  , 1.78 ,  ,0 ,  ,0 ,  ,"267,119 ",  ,,  ,0 ,  ,"21,812 ",  ,,  ,0 ,  ,0 ,  ,0 ,  ,0 ,  ,"38,852 ",  ,0 ,,No,,,,,,,,,,,,,,
City of Rome Transit Department,Rome,GA,4058,40058,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"60,851 ", 37 ,DR,DO,6,, -   ,  , 12.24 ,  , 4.67 ,  , 2.57 ,  ,0 ,  ,"129,509 ",  ,"121,523 ",  ,"7,986 ",  ,"10,421 ",  ,"9,925 ",  ,496 ,  ,0 ,  ,0 ,  ,0 ,  ,0 ,  ,"25,537 ",  ,"119,244 ",,No,,,,,,,,,,,,,,
City of Taft,Taft,CA,9R02-010,9R02-91066,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0 , 7 ,DR,DO,7,, -   ,  , 12.24 ,  , -   ,  , 3.67 ,  ,0 ,  ,0 ,  ,"141,120 ",  ,,  ,0 ,  ,"11,526 ",  ,,  ,0 ,  ,0 ,  ,0 ,  ,0 ,  ,"42,261 ",  ,0 ,,No,,,,,,,,,,,,,,
Municipality of Anchorage - Public Transportation Department,Anchorage,AK,0012,00012,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"251,243 ", 89 ,MB,DO,44,, -   ,  , 12.24 ,  , 4.85 ,  , 23.09 ,  ,"1,936,008 ",  ,"2,148,567 ",  ,"1,934,972 ",  ,"213,595 ",  ,"167,161 ",  ,"158,040 ",  ,"9,121 ",  ,0 ,  ,0 ,  ,0 ,  ,0 ,  ,"3,649,698 ",  ,"17,703,305 ",,No,,,,,,,,,,,,,,
City of Clemson/ Clemson Area Transit,Clemson,SC,4208,40208,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,"400,492 ", 22 ,MB,DO,22,, -   ,  , 12.24 ,  , -   ,  , 36.61 ,  ,0 ,  ,0 ,  ,"582,678 ",  ,,  ,0 ,  ,"47,595 ",  ,,  ,0 ,  ,0 ,  ,0 ,  ,0 ,  ,"1,742,463 ",  ,0 ,,No,,,,,,,,,,,,,,
Huntington County Council on Aging,Huntington,IN,5R02-010,5R02-50361,Private-Non-Profit Corporation,Rural Reporter,0 , 12 ,DR,DO,12,, -   ,  , 12.24 ,  , -   ,  , 1.53 ,  ,0 ,  ,0 ,  ,"279,074 ",  ,,  ,0 ,  ,"22,796 ",  ,,  ,0 ,  ,0 ,  ,0 ,  ,0 ,  ,"34,787 ",  ,0 ,,No,,,,,,,,,,,,,,
Link Transit,Wenatchee,WA,0043,00043,Independent Public Agency or Authority of Transit Service,Full Reporter,"67,227 ", 45 ,DR,DO,14,, -   ,  , 12.24 ,  , 3.58 ,  , 2.73 ,  ,0 ,  ,"262,411 ",  ,"223,673 ",  ,"38,738 ",  ,"19,336 ",  ,"18,276 ",  ,"1,060 ",  ,0 ,  ,0 ,  ,0 ,  ,0 ,  ,"49,952 ",  ,"178,998 ",,No,,,,,,,,,,,,,,
Hancock Area Rural Transit ,Greenfield ,IN,5201,50201,Private-Non-Profit Corporation,Reduced Reporter,"1,487,483 ", 11 ,DR,DO,11,, -   ,  , 12.24 ,  , -   ,  , 1.30 ,  ,0 ,  ,0 ,  ,"183,556 ",  ,,  ,0 ,  ,"15,001 ",  ,,  ,0 ,  ,0 ,  ,0 ,  ,0 ,  ,"19,565 ",  ,0 ,,No,,,,,,,,,,,,,,
Churchill Area Regional Transit -  CART,Fallon,NV,9R04-002,9R04-91103,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0 , 9 ,DR,DO,8,, -   ,  , 12.23 ,  , -   ,  , 3.14 ,  ,0 ,  ,0 ,  ,"59,742 ",  ,,  ,0 ,  ,"4,886 ",  ,,  ,0 ,  ,0 ,  ,0 ,  ,0 ,  ,"15,325 ",  ,0 ,,No,,,,,,,,,,,,,,
Birmingham-Jefferson County Transit Authority,Birmingham,AL,4042,40042,Independent Public Agency or Authority of Transit Service,Full Reporter,"749,495 ", 93 ,MB,DO,68,, -   ,  , 12.22 ,  , 5.26 ,  , 14.37 ,  ,"2,711,819 ",  ,"2,946,029 ",  ,"2,680,226 ",  ,"265,803 ",  ,"226,753 ",  ,"219,252 ",  ,"7,501 ",  ,0 ,  ,0 ,  ,0 ,  ,0 ,  ,"3,149,944 ",  ,"16,574,577 ",,No,,,,,,,,,,,,,,
West Ouachita Senior Center,West Monroe,LA,6R02-031,6R02-60217,Area Agency on Aging,Rural Reporter,0 , 11 ,DR,DO,11,, -   ,  , 12.22 ,  , -   ,  , 2.62 ,  ,0 ,  ,0 ,  ,"127,737 ",  ,,  ,0 ,  ,"10,455 ",  ,,  ,0 ,  ,0 ,  ,0 ,  ,0 ,  ,"27,419 ",  ,0 ,,No,,,,,,,,,,,,,,
Roseville Transit,Roseville,CA,9168,90168,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,"1,723,634 ", 23 ,DR,PT,5,, -   ,  , 12.22 ,  , -   ,  , 2.48 ,  ,0 ,  ,0 ,  ,"148,484 ",  ,,  ,0 ,  ,"12,154 ",  ,,  ,0 ,  ,0 ,  ,0 ,  ,0 ,  ,"30,200 ",  ,0 ,,No,,,,,,,,,,,,,,
"Winona, City of",Winona,MN,5R04-037,5R04-50349,Independent Public Agency or Authority of Transit Service,Rural Reporter,0 , 7 ,MB,DO,7,, -   ,  , 12.22 ,  , -   ,  , 14.72 ,  ,0 ,  ,0 ,  ,"211,168 ",  ,,  ,0 ,  ,"17,285 ",  ,,  ,0 ,  ,0 ,  ,0 ,  ,0 ,  ,"254,494 ",  ,0 ,,No,,,,,,,,,,,,,,
North County Transit District,Oceanside,CA,9030,90030,Independent Public Agency or Authority of Transit Service,Full Reporter,"2,956,746 ", 230 ,MB,PT,137,, -   ,  , 12.21 ,  , 4.83 ,  , 17.28 ,  ,"5,666,641 ",  ,"6,381,255 ",  ,"5,677,315 ",  ,"703,940 ",  ,"497,598 ",  ,"464,822 ",  ,"32,776 ",  ,0 ,  ,0 ,  ,0 ,  ,0 ,  ,"8,030,008 ",  ,"38,759,521 ",,No,,,,,,,,,,,,,,
Metropolitan Atlanta Rapid Transit Authority,Atlanta,GA,4022,40022,Independent Public Agency or Authority of Transit Service,Full Reporter,"4,515,419 ", 838 ,MB,DO,451,, -   ,  , 12.20 ,  , 4.09 ,  , 33.15 ,  ,"23,143,068 ",  ,"26,268,900 ",  ,"23,137,711 ",  ,"3,131,189 ",  ,"2,044,053 ",  ,"1,896,315 ",  ,"147,738 ",  ,0 ,  ,0 ,  ,0 ,  ,0 ,  ,"62,868,806 ",  ,"257,024,824 ",,No,,,,,,,,,,,,,,
Regional Transit Authority/RIDES,Spencer,IA,7R01-003,7R01-70240,Private-Non-Profit Corporation,Rural Reporter,0 , 55 ,DR,DO,55,, -   ,  , 12.20 ,  , -   ,  , 3.23 ,  ,0 ,  ,0 ,  ,"1,001,857 ",  ,,  ,0 ,  ,"82,116 ",  ,,  ,0 ,  ,0 ,  ,0 ,  ,0 ,  ,"265,642 ",  ,0 ,,No,,,,,,,,,,,,,,
Centre Area Transportation Authority,State College,PA,3054,30054,Independent Public Agency or Authority of Transit Service,Full Reporter,"87,454 ", 113 ,MB,DO,59,, -   ,  , 12.20 ,  , 2.50 ,  , 49.98 ,  ,"1,733,969 ",  ,"1,958,211 ",  ,"1,788,000 ",  ,"170,211 ",  ,"154,993 ",  ,"146,577 ",  ,"8,416 ",  ,0 ,  ,0 ,  ,0 ,  ,0 ,  ,"7,325,851 ",  ,"18,314,628 ",,No,,,,,,,,,,,,,,
Dowagiac Dial-A--Ride,Dowagiac,MI,5R03-026,5R03-50494,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0 , 2 ,DR,PT,2,, -   ,  , 12.20 ,  , -   ,  , 5.62 ,  ,0 ,  ,0 ,  ,"53,103 ",  ,,  ,0 ,  ,"4,354 ",  ,,  ,0 ,  ,0 ,  ,0 ,  ,0 ,  ,"24,479 ",  ,0 ,,No,,,,,,,,,,,,,,
Burlington Urban Service,Burlington ,IA,7R01-017,7R01-70111,Independent Public Agency or Authority of Transit Service,Rural Reporter,0 , 10 ,MB,DO,10,, -   ,  , 12.19 ,  , -   ,  , 11.88 ,  ,0 ,  ,0 ,  ,"220,101 ",  ,,  ,0 ,  ,"18,051 ",  ,,  ,0 ,  ,0 ,  ,0 ,  ,0 ,  ,"214,514 ",  ,0 ,,No,,,,,,,,,,,,,,
Frankfort Transit System,Frankfort,KY,4R04-005,4R04-41120,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0 , 13 ,DR,DO,7,, -   ,  , 12.19 ,  , -   ,  , 3.55 ,  ,0 ,  ,0 ,  ,"119,195 ",  ,,  ,0 ,  ,"9,778 ",  ,,  ,0 ,  ,0 ,  ,0 ,  ,0 ,  ,"34,755 ",  ,0 ,,No,,,,,,,,,,,,,,
Fayette Area Coordinated Transportation,Lemont Furnace,PA,3087,30087,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"51,370 ", 31 ,DR,PT,2,, -   ,  , 12.18 ,  , 19.20 ,  , 1.83 ,  ,0 ,  ,"32,854 ",  ,"29,241 ",  ,"3,613 ",  ,"2,779 ",  ,"2,400 ",  ,379 ,  ,0 ,  ,0 ,  ,0 ,  ,0 ,  ,"4,390 ",  ,"84,270 ",,No,,,,,,,,,,,,,,
Ludington Mass Transportation Authority,Ludington,MI,5R03-047,5R03-50459,Independent Public Agency or Authority of Transit Service,Rural Reporter,0 , 19 ,DR,DO,19,, -   ,  , 12.18 ,  , -   ,  , 5.48 ,  ,0 ,  ,0 ,  ,"413,324 ",  ,,  ,0 ,  ,"33,929 ",  ,,  ,0 ,  ,0 ,  ,0 ,  ,0 ,  ,"185,939 ",  ,0 ,,No,,,,,,,,,,,,,,
City of Sierra Vista,Sierra Vista,AZ,9239,90239,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,"52,745 ", 8 ,MB,DO,5,, -   ,  , 12.18 ,  , -   ,  , 12.58 ,  ,0 ,  ,0 ,  ,"158,021 ",  ,,  ,0 ,  ,"12,974 ",  ,,  ,0 ,  ,0 ,  ,0 ,  ,0 ,  ,"163,271 ",  ,0 ,,No,,,,,,,,,,,,,,
City of Roswell,Roswell,NM,6R03-008,6R03-60167,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0 , 15 ,DR,DO,5,, -   ,  , 12.18 ,  , -   ,  , 1.92 ,  ,0 ,  ,0 ,  ,"40,921 ",  ,,  ,0 ,  ,"3,360 ",  ,,  ,0 ,  ,0 ,  ,0 ,  ,0 ,  ,"6,437 ",  ,0 ,,No,,,,,,,,,,,,,,
City of Casper,Casper,WY,8013,80013,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,"64,548 ", 14 ,MB,PT,7,, -   ,  , 12.18 ,  , -   ,  , 6.33 ,  ,0 ,  ,0 ,  ,"300,874 ",  ,,  ,0 ,  ,"24,709 ",  ,,  ,0 ,  ,0 ,  ,0 ,  ,0 ,  ,"156,397 ",  ,0 ,,No,,,,,,,,,,,,,,
